,train_id,name,item_condition_id,category_name,brand_name,price,shipping,item_description
28764,28764,NIP L/M VS Pink Nation Set,1,Women/Athletic Apparel/Tracksuits & Sweats,Victoria's Secret,61.0,0,IF YOU WANT TO TROLL DO IT ELSEWHERE BECAUSE I BLOCK & REPORT ALL OF YOU!!!! SO KNOW WHEN YOU GET THAT NICE WARNING FROM THE APP ITS BECAUSE I REPORTED YOU!!!!!!! OTHERS WELCOME!! NIP Victoria's Secret Pink Nation 2 PC Set 1 Large Boyfriend Jersey (Sold out online) 1 Medium Pink Nation Yoga Leggings Retail [rm]
1121685,1121685,100% natural beeswax lip balms,1,Beauty/Makeup/Lips,,10.0,1,"3 brand new (sealed) beeswax lip balms in eucalyptus-mint, mango-papaya, & grapefruit-tropic flavors. Each tube is 0.15 oz, (4.25g) Formulated from 100% all-natural, skin-safe beeswax, these pocket and purse-perfect luscious lip balms glide on like butter, melting into lips for long-lasting hydration and protection. Unlike most other lip butters and balms, Art Naturals Beeswax Lip Balms are filler-free and infused with nourishing and hydrating botanical oils, such as jojoba, coconut, and skin-softening sunflower seed to prettify, preserve, and protect your pout. Vitamin E provides an additional boost of beautifying hydration, plus antioxidant protection from free radical damage. ☆Price includes shipping cost!☆ Lipbalm, chapstick, lips, makeup, skincare, beeswax, oils, vitamin E, hydration, moisture"
1382354,1382354,Calvin Klein Black Bralette Size L,1,Women/Athletic Apparel/Sports Bras,Calvin Klein,21.0,0,New with tags Size L I frequently delete&repost listings. So buy now or please follow/like sold items on my page to keep yourself posted! :) Tags: Brandy Melville AA American Apparel Urban Outfitters VS victoria secret pink pacsun Forever 21 Ulta Sephora Nike Adidas
1431637,1431637,Case-Mate Glass Screen Protector 6/6s,1,Electronics/Cell Phones & Accessories/Screen Protectors,,14.0,1,Brand new in original packaging. Gilded glass tempered screen protector w sheer iridescence.
100269,100269,5 Weeks Truvision TRUCONTROL and Trufix,1,Other/Daily & Travel items/Health Care,,75.0,1,Boost metabolism without the jitters Suppress appetite without feeling starved Optimize body fat while maintaining a healthy lifestyle Feel more energized naturally Just 2 pills twice a day. Brand new unopened.
109549,109549,Kendra Scott earrings,2,Women/Jewelry/Earrings,Kendra Scott,69.0,0,Periwinkle Corley Kendras one once
621306,621306,Sweet As A Peach Tank Southern M,3,"Women/Tops & Blouses/Tank, Cami",,9.0,0,Super cute southern Sweet As A Peach Tank in coral size M with screen printed cowboy boot. Perfect with distressed cutoff denim shorts and boots for a Luke Bryan or Sam Hunt concert
173332,173332,Black and Decker 6 amp drill,2,Other/Automotive/Tools & Equipment,DeWALT®,26.0,0,Like new condition. Works great. Cost [rm] selling for 25.
45978,45978,Brandy Melville dress,2,"Women/Dresses/Above Knee, Mini",Brandy Melville,17.0,0,No description yet
1225031,1225031,Scentsy buddy,2,Home/Home Décor/Home Fragrance,,54.0,0,Stella the unicorn is new no box was a display. Will include scent pack of my choice.
99531,99531,LED Lights Yellow New,1,Home/Home Décor/Lamps& Accessories,,6.0,1,"Voltage: 110V U.S. Wall Plug Length: 10 Meter / 32.8 feet Length from plug to Controller: approx. 0.6M / 2ft Working Environment: Indoor and Outdoor Waterproof: YES (The control box is NOT waterproof) Energy Saving: Low Power Consumption, Safe Design Power: 6 Watt Simple Plug and Play Design Control Box offers up to 8 modes (Steady on, In Waves, Sequential, Chasing, Flash, Twinkle/ Flash, Slow Glow, and Slow Fade) General usage: Christmas Trees or Halloween Illuminations Showcase or Window Displays Restaurants or Bar Decorations Home or Garden Decorations Wedding, Birthday or Party Illuminations Package includes 100 LEDs strip with the control box U.S. Plug Design 110V Notice: These LED lights are NOT connectable."
1337171,1337171,"American eagle hooded cardigan, burgundy",2,Women/Sweaters/Cardigan,American Eagle,16.0,0,No description yet
580941,580941,Baby Gap hat/shoe set + 12M carter's set,1,Kids/Boys 0-24 Mos/Shoes,Gap,38.0,0,"NWT in unopened original shipment packaging Puppy love hat--up to 7 pounds but fits 0-3 months Red/Blue Plaid shoes 0-3 months Retail [rm] NWT 12 Month carter's 3 piece Long Sleeve ""handsome like daddy"" set Retail [rm]"
568518,568518,Women's L - xl long summer dress,1,Women/Dresses/Full-Length,,16.0,0,New. ( NWOT ). Smocked top. Aline flowing. Not clinging. Compare with other dresses on this site.
1264502,1264502,***ON HOLD*** Chocolate Bar Palette,3,Beauty/Makeup/Makeup Palettes,Too Faced,30.0,0,"Lightly used - SANITIZED! Comes with original box and card. I prefer the Semi sweet palette better for my skin tone! The only shades I've used more than once are salted caramel, haute chocolate, white chocolate, milk chocolate, and the most used is marzipan, but there's still a ton of life left to it! Still barely used. SMELLS AMAZING Make an offer please! Wanting to sell quickly!"
1056159,1056159,NEW Milani BloosomTime Rose Blush,1,Beauty/Makeup/Face,Milani,6.0,1,No description yet
995839,995839,Columbia Fleece Zip Up,1,Women/Coats & Jackets/Fleece Jacket,Columbia,17.0,1,"Brand new with tags! Super cute green Columbia full zip fleece jacket! Perfect condition. (Initial wrote on tag inside as pictured, just never took the tags off to wear ❤️)"
470621,470621,ABH Medium to Tan Contour Kit,3,Beauty/Makeup/Makeup Palettes,Anastasia Beverly Hills,20.0,0,"Even though this kit has been used a few times, 90% of the product is still there. Most of the shades have only been used once. Authentic!"
462374,462374,Sports bra bundle,3,Women/Athletic Apparel/Sports Bras,Under Armour,18.0,0,"UNder armour and new balance, both size small and in good condition"
559332,559332,Vintage Oscar dela Renta Barbie Outfit,2,Kids/Toys/Dolls & Accessories,Barbie,12.0,1,No description yet
495220,495220,New Thirty-one fold over weekender bag,1,Women/Women's Handbags/Totes & Shoppers,,56.0,0,Brand new in package. Comes with shoulder strap. Charcoal Swiss Dot. Retails for [rm].
761713,761713,Bundle for Kaiyana,2,Kids/Girls 0-24 Mos/Other,,29.0,0,Two outfits and two pairs of shoes
37,37,Under Armour maroon and gray shirt metal,4,Men/Athletic Apparel/Shirts & Tops,Under Armour,6.0,1,"Has some wear to the back, and few white spots which I believe can be washed out"
622280,622280,Two pairs of guess wedges come together,1,Women/Shoes/Sandals,GUESS,18.0,0,"White and tan, comfortable, both 4 inches tall, brand new in boxes never worn"
454664,454664,Sticky Socks from BarreSocks,1,Women/Athletic Apparel/Socks,,12.0,0,"Brand new with tags, grippy socks from BarreSocks. Tri-color with ""Time to Tuck"" printed on the bottom. Arch support band for comfort and also helps socks stay in place on your highest heels! Perfect for Pure Barre or your favorite barre class!"
623294,623294,Authentic Chanel Sunglasses 74% off!,1,Women/Women's Accessories/Sunglasses,Chanel,84.0,0,"Chanel 5171 Sunglasses in color code 5013C lens-temple color gray gradient-glossy black white bow. Authentic. Lost the case unfortunately, so they will be discounted at a reasonable price. Worn twice. Condition: New Made in Italy. WILL COME IN A HARD CASE SINCE ORIGINAL BOX WAS LOST :) ORIGINAL retail price: [rm] Mine was:96.00 NOW IT IS... MY PRICE: 84.00 74% OFF!"
1235708,1235708,Michael Kors Crossbody,3,Women/Women's Handbags/Messenger & Crossbody,Michael Kors,49.0,0,MK authentic Crossbody! Has small denim stain on the back of purse.
362749,362749,NEW LUMEE CASE 6s WHITE MARBLE,1,Electronics/Cell Phones & Accessories/Cell Phone Accessories,Apple,18.0,1,"-Only for 6/6s -Fast/Free Shipping -LED Light up case -Impact Resistance -Rechargeable battery and USB charger -Variable Dimmer; comes in different settings. -NWT, comes inside a box. Feel free to comment down below for further questions and I'll be happy to reply (:"
94104,94104,Makeup bundle,1,Beauty/Makeup/Face,,9.0,1,Sample sized 1x bye bye under eye concealer Neutral medium shade 1x Tarte fushia colored lipstick mini
196748,196748,AMERICAN EAGLE SUMMER TANK TOP,3,"Women/Tops & Blouses/Tank, Cami",American Eagle,11.0,0,"SPECIAL ONE DAY SALE PRICES END AUGUST 9TH!!! • coral/orange tie dye tank top • American Eagle brand • size XXL • originally [rm] • slight pilling under the arms (3rd picture) • good condition (gently used) Feel free to make offers and ask to bundle! Shipping is firm but if you bundle, it's combined!"
1033328,1033328,Sephora:Mermaid Tail Eyeshadow -Reserved,3,Beauty/Makeup/Eyes,Sephora,9.0,1,Sephora Dou Chrome eyeshadow in shade Mermaid Tail. Swatched. Reason for Price: [rm] (Eyeshadow) [rm](Shipping) (Fee)
552243,552243,Stamp Collecting Book,3,Other/Books/Literature & Fiction,,7.0,0,No description yet
897052,897052,Pink Zebra Sprinkles,1,Beauty/Fragrance/Candles & Home Scents,,10.0,1,"A mix of ""I love watermelon"" and ""grape Popsicle"" that smells like hubba bubba gum. HEAT, DONT EAT!!!"
941070,941070,Chrome book,3,Electronics/Computers & Tablets/Laptops & Netbooks,Acer,59.0,0,"Acer chrome book, small scratches on the cover. Comes with charger"
105428,105428,PLUS SIZE Octopus LEGGINGS,1,"Women/Athletic Apparel/Pants, Tights, Leggings",,12.0,1,Please note this are NOT Lularoe but similar print. LEGGINGS Plus Size   THESE ARE NOT LULAROE Fabric Blend: 92% Polyester 8% Elastaine ( Slinky type feel)   Brand New. Never worn or used. Limited Edition!
446346,446346,Relax Crazy Decal,1,Handmade/Paper Goods/Sticker,,9.0,1,"ALL COLORS AVAILABLE ... just ask and I'll post 4"" decal monogram yeti. **PLEASE READ** Larger decals are [rm] per inch and up GLITTER & PRINTS ARE [rm] MORE Please message so I can update price before purchase Most common sizes are: Yeti 3.5"" Car 5""-8"" Phone case 2"" Laptops 4"" Wine glass 2.5"" Mailed through usps expect delivery in 3-7 days Made from high quality oracal vinyl Will stick to most smooth clean surfaces WATERPROOF Decal yeti car window planner vs makeup pink flamingo lily binder locker bumper sugar skull glitter sports cheer"
1018579,1018579,Free shipping white pink lanyard,1,Handmade/Accessories/Lanyard,,5.0,1,White
1111543,1111543,Gold Kate spade Tavy wallet,2,Women/Women's Accessories/Wallets,Kate Spade,34.0,0,"Beautiful metallic cedar street wallet Contains slots for cash, coins and cards. Inside fabric is cream with black polka dots Price is firm, No free shipping Original price was [rm] Comes with leather care pamplet"
1116464,1116464,Urban decay NAKED flushed,3,Beauty/Makeup/Makeup Palettes,Urban Decay,16.0,0,"Barely used pallet, just trying to get rid of it! Love this."
1445389,1445389,Black Downeast Basics Classic Tee,2,Women/Tops & Blouses/T-Shirts,,6.0,1,Washed but unworn black Downeast Basics Essential Tee.
610338,610338,2 pink towels,1,Women/Swimwear/Beach Accessories,PINK,24.0,0,Brand new 2nd pic is the towels
88179,88179,Pie In The Face Game! Board Game!,2,Kids/Toys/Games,Hasbro,11.0,1,Pie Face/ Pie in the Face Game by Hasboro! Brand new never used. Does not include original box as it got wet. Comes with all original pieces. Free shipping!
342333,342333,8 piece choker set,1,Women/Jewelry/Necklaces,,12.0,1,8 piece choker set You will receive ALL 8 chokers shown in the photo 100% FREE Same Day/Next Day Shipping!
458084,458084,Elizabeth Arden 3pcs set fragrance free,1,Beauty/Skin Care/Face,Elizabeth Arden,19.0,1,Eight hour cream fragrance free 1.7oz/50ml Eight hour lip protectant stick Eight hour intensive hand cream 1oz/30ml FRESH NEW AMD SEALED IN BOX!!
1162537,1162537,Rae Dunn Bumblebee Canister,1,Home/Kitchen & Dining/Coffee & Tea Accessories,Rae Dunn,24.0,0,Will pack with care
829599,829599,Can pink campus legging,1,"Women/Athletic Apparel/Pants, Tights, Leggings",PINK,38.0,1,Bnwt Price firm Sz medium
1153720,1153720,Nuwave Twister Multi Purpose Blender,1,Home/Home Appliances/Kitchen Appliances,,25.0,1,No description yet
40825,40825,Anne Klein Sport Wedges,3,Women/Shoes/Pumps,Anne Klein,7.0,1,Anne Klein Sport is an incredibly comfortable line of dress casual shoes. I'm only selling these wedges because I just bought a new pair due to having bad feet and needing to replace my shoes often. These are good if you need a budget-friendly pair of shoes to wear to dinner or for only a couple of hours. I don't recommend them if you're on your feet for more than three hours at a time. I'm on my feet all day. These were great in the beginning but are no longer cutting it.
626331,626331,Dooney and Bourke Tote,3,Women/Women's Handbags/Satchel,Dooney & Bourke,57.0,1,"Authentic Dooney & Bourke Tote Inside just needs to be cleaned, other than that beautiful Tote"
739575,739575,Purity one-step facial cleanser (x2),1,Beauty/Skin Care/Face,,25.0,1,Brand new purity one-step facial cleanser. Never opened still with air tight packaging in tact. Willing to negotiate and bundle with other items. Originally [rm]
1439143,1439143,2t/3t. Easter outfit mudd pie,2,Kids/Girls 2T-5T/Tops & T-Shirts,,45.0,1,No description yet
468327,468327,Carhartt bundle,3,Men/Jeans/Relaxed,Carhartt,21.0,0,2 pair of carharttt cargo work pants. Size 32/32 Normal wear on these pants but still have a lot of life left
1161433,1161433,Kids Keen Waterproof sandals size 12c,3,Kids/Boys 2T-5T/Shoes,,12.0,0,Size 12 kids Keen Waterproof sandals Green Waterproof/water shoes/sandals Bottoms of shoes are very worn -see last pic Good preowned condition No free shipping don't ask!
997831,997831,Julius Randle Black Gold Jersey,3,Vintage & Collectibles/Trading Cards/Sports,,4.0,1,Julius Randle Game Used Jersey Panini Black Gold #'d 180/199 Beautiful looking card on very thick stock. Buy 3 or more cards from me and I will throw in an extra Jersey/Auto for free. Lots of good stuff will be given away as extra throw ins for those buying multiple cards! PLEASE CHECK MY OTHER LISTINGS Willing to give a discount on bundles of multiple cards. Cards will be sent in a toploader in a bubble wrap padded mailer. I have TONS of cards not listed so if you're looking for a particular team or player please feel free to comment what you're looking for and I've probably got i
989952,989952,56 Slot Makeup Organizer,1,Home/Storage & Organization/Jewelry Boxes & Organizers,,10.0,0,"Darice 56 slot organizer, fits most liquid lipstick brands, lip glosses, Mascara , eyeshadow pencils. Due to the increase in shipping fees from USPS I am not able to provide free shipping."
103758,103758,FREE S/H Ralph Lauren turtleneck 9mo,3,Kids/Boys 0-24 Mos/One-Pieces,Ralph Lauren,5.0,1,Very nice gently used turtleneck by Ralph Lauren. Navy blue. Size 9 months. No damage at all. From a pet free and smoke free home.
1369813,1369813,Kylie Birthday Matte Liquid Lipstick,1,Beauty/Makeup/Makeup Sets,Kylie Cosmetics,17.0,0,Colors 6 pieces Kristen Candy K Dolce K Koko k Exposed Leo
444779,444779,Wireless headphones,1,"Electronics/TV, Audio & Surveillance/Headphones",,10.0,1,Red wireless headphones
1399323,1399323,Rolex datejust all gold automatic watch,2,Women/Women's Accessories/Watches,,75.0,1,Datejust gold watch Brand new without box Watch is automatic Second hand sweeps does not tick
1348529,1348529,Little Lass dress NWT,1,Kids/Girls 0-24 Mos/Dresses,,9.0,0,Super cute denim with white polkadots and lace trim 12months Never worn and has tags
864821,864821,LuLaRoe Ana,1,Women/Dresses/Full-Length,,50.0,1,Brand new! Blue and red. Made in the USA!
226294,226294,Pink Metallic Slime,1,Kids/Toys/Arts & Crafts,,7.0,1,Pink 2.3 ounces Metallic Shiny
1442808,1442808,Daniels jewelry,3,Handmade/Jewelry/Jewelry,,54.0,0,Size 7 Daniels ring !!! Willing to accept offers ! Make one !!
1271239,1271239,Banana Republic crop pants,2,Women/Pants/Dress Pants,Banana Republic,18.0,0,BP Sloan fit. Size 6 petite. These are a stretchy material.
258853,258853,Lit Tee Small Black,1,Women/Tops & Blouses/T-Shirts,,12.0,1,Women's Small Super Soft High Quality American Apparel Tee 100 % Cotton Not Stretchy Bundle With Something And Save Firm Price Offers Will Be Ignored No Holds No Trades Pink Brandy Melville Forever 21 Fashion Nova Kanye Drake Kylie
1232704,1232704,100% Organic EXTREME CLEANING Toothpaste,1,Beauty/Bath & Body/Sets,,15.0,1,"100% ORGANIC BLACK is the NEW WHITE Our Activated Charcoal and Bentonite Clay toothpaste works to WHITEN teeth, freshen breath, and protect your gums. Brushing with our paste is an all-natural way to remove stains and discoloration without any bleach or abrasives. It's also effective in preventing cavities and killing the bad bacteria! Unfortunately, majority of commercial toothpastes (especially the whitening variety) are filled with dangerous chemicals and toxins that slowly erode the tooth enamel & gums. Dab your toothbrush until you get your preferred amount of paste. Then brush directly onto your teeth. After 3 mins, rinse away the Charcoal & STAINS ;) Ingredients: Activated Charcoal, Bentonite Clay, Coconut Oil, Sea Salt, Purified Water, Pure Therapeutic Mint Essential Oil, Baking Soda 2oz container. About 30 uses :)"
